name,num_photos,first_line,second_line,third_line
Yicheng Shen,5,"Hi, I'm Yicheng.","I graduated from Boston College in 2021 with a BA degree in Computer Science. I work as a CS research assistant. I'm interested in distributed systems, machine learning, edge computing, and vehicular clouds.",I am currently applying for a master program.
