name,num_photos,first_line,second_line,third_line,forth_line,
Yicheng Shen,6,"Hi, I'm Yicheng.",I graduated from Boston College in 2021 with a BA degree in Computer Science. I work as a CS research assistant for Professor Lewis Tseng.,"I will be pursuing my master's degree in the Computer and Information Science, MSE Program at the University of Pennsylvania starting the Fall 2022 term.",I'm interested in machine learning and distributed systems. My past research experience includes designing and implementing simulators of distributed machine learning  integrating vehicular clouds in the edge computing setting and evaluating fault-tolerant broadcasting algorithms for modern applications like cryptocurrency and the Internet of Things., 
