section_name_about,section_name_projects,section_name_publications,section_name_highlights,section_name_travel,section_name_misc,projects_link_website,projects_link_video,projects_link_code,projects_link_data,projects_link_slides,projects_link_report,publications_link_paper,publications_link_website,publications_link_slides,publications_link_video,publications_link_code,publications_link_data,publications_link_software,publications_link_supplement,publications_link_media,highlights_radio_label_all,highlights_radio_label_achievements,highlights_radio_label_work,highlights_radio_label_life,travel_radio_label_all,travel_radio_label_memorable,travel_radio_label_familiar,travel_title_current_location,travel_title_number_visited,travel_title_memorable_cities,travel_title_familiar_cities,travel_description_memorable,travel_description_familiar,button_show_more
个人简介,项目课题,学术论文,重要经历,足迹,其他,网站,视频,代码,数据,幻灯片,报告,论文,网站,幻灯片,视频,代码,数据,软件,补充材料,媒体,所有,成就,工作,生活,所有城市,印象深刻的城市,熟悉的城市,我现在的位置,足迹数量,印象深刻的城市,熟悉的城市,想重游的地方,停留过一年以上的地方,展开更多
